[Accuracy: 56.9% for 1000 games with 10 bombs, total time: 416.2s, average time per game: 0.42s]
won,1,0,0.92,30
won,2,0,0.61,32
won,3,0,0.91,28
lost,3,1,0.05,1
lost,3,2,0.05,1
won,4,2,0.45,32
won,5,2,0.47,32
lost,5,3,0.1,5
won,6,3,0.39,19
lost,6,4,0.06,2
won,7,4,0.63,23
lost,7,5,0.15,1
won,8,5,0.58,37
won,9,5,0.92,27
won,10,5,0.87,27
lost,10,6,0.58,19
won,11,6,2.82,37
won,12,6,0.12,6
lost,12,7,0.56,2
won,13,7,0.22,13
lost,13,8,0.18,1
won,14,8,0.14,6
won,15,8,0.74,26
lost,15,9,0.4,5
lost,15,10,0.69,3
won,16,10,0.5,22
won,17,10,1.92,20
lost,17,11,0.74,29
lost,17,12,0.05,1
won,18,12,0.25,15
won,19,12,0.29,19
lost,19,13,0.05,1
won,20,13,0.42,18
won,21,13,0.3,16
lost,21,14,0.09,2
won,22,14,1.12,25
lost,22,15,0.39,18
lost,22,16,0.09,3
won,23,16,0.6,23
won,24,16,0.33,14
won,25,16,0.33,19
won,26,16,0.34,19
won,27,16,0.36,23
won,28,16,1.47,28
won,29,16,0.52,21
lost,29,17,0.12,2
won,30,17,0.16,8
lost,30,18,0.05,2
won,31,18,0.41,23
lost,31,19,0.9,28
lost,31,20,0.17,1
lost,31,21,0.14,1
lost,31,22,0.05,1
won,32,22,0.28,16
lost,32,23,0.49,4
lost,32,24,1.62,23
lost,32,25,0.09,1
won,33,25,0.81,18
won,34,25,0.54,28
won,35,25,0.55,28
lost,35,26,0.18,3
lost,35,27,0.05,2
lost,35,28,0.03,1
lost,35,29,0.03,1
won,36,29,0.39,28
won,37,29,0.32,17
won,38,29,0.42,18
won,39,29,0.45,18
won,40,29,1.39,33
won,41,29,1.41,33
lost,41,30,0.29,2
won,42,30,0.71,18
won,43,30,0.24,11
won,44,30,0.32,14
won,45,30,0.97,20
won,46,30,0.63,16
won,47,30,0.21,11
won,48,30,1.18,34
lost,48,31,1.29,3
lost,48,32,0.05,1
won,49,32,0.61,23
lost,49,33,0.22,3
won,50,33,0.46,25
won,51,33,0.13,7
won,52,33,0.51,26
won,53,33,0.82,21
won,54,33,0.33,24
lost,54,34,0.42,3
won,55,34,0.52,31
won,56,34,0.52,31
won,57,34,0.64,17
lost,57,35,0.11,2
won,58,35,0.41,25
lost,58,36,0.04,1
lost,58,37,0.11,1
lost,58,38,0.05,1
won,59,38,0.64,23
lost,59,39,0.34,12
won,60,39,0.58,23
won,61,39,0.29,17
lost,61,40,0.74,3
lost,61,41,0.05,1
lost,61,42,0.08,2
lost,61,43,0.04,1
lost,61,44,0.19,3
lost,61,45,0.77,14
won,62,45,0.53,22
won,63,45,0.8,22
won,64,45,1.11,15
won,65,45,1.02,23
lost,65,46,0.22,3
won,66,46,0.54,20
won,67,46,0.64,25
lost,67,47,0.11,1
won,68,47,1.13,39
won,69,47,0.25,14
won,70,47,0.33,19
won,71,47,0.13,6
lost,71,48,0.06,1
lost,71,49,0.98,4
won,72,49,0.53,23
won,73,49,0.56,24
won,74,49,0.5,21
lost,74,50,0.19,1
won,75,50,0.33,15
lost,75,51,0.05,2
won,76,51,1.08,23
lost,76,52,0.11,4
won,77,52,0.58,17
lost,77,53,0.03,1
won,78,53,0.45,26
won,79,53,0.38,17
won,80,53,0.45,23
won,81,53,0.73,17
lost,81,54,0.11,2
lost,81,55,0.51,2
won,82,55,1.13,22
won,83,55,3.95,40
won,84,55,0.45,28
lost,84,56,0.44,18
lost,84,57,0.25,15
lost,84,58,0.05,2
lost,84,59,0.19,1
lost,84,60,0.09,1
won,85,60,0.62,22
lost,85,61,0.54,2
won,86,61,0.45,27
lost,86,62,0.18,8
won,87,62,0.83,25
lost,87,63,0.05,1
won,88,63,0.36,18
lost,88,64,0.16,8
won,89,64,0.34,23
won,90,64,0.39,16
won,91,64,0.17,9
lost,91,65,0.28,2
lost,91,66,0.13,1
won,92,66,0.66,24
lost,92,67,0.23,2
won,93,67,0.38,21
won,94,67,0.39,21
won,95,67,0.24,17
won,96,67,0.45,15
won,97,67,0.49,24
won,98,67,0.5,24
lost,98,68,0.48,26
won,99,68,0.33,18
won,100,68,0.36,18
won,101,68,0.86,29
lost,101,69,0.07,1
won,102,69,0.39,25
won,103,69,0.48,24
won,104,69,0.6,17
lost,104,70,0.45,19
won,105,70,0.43,25
won,106,70,0.47,31
lost,106,71,0.24,14
lost,106,72,0.25,3
won,107,72,0.18,12
won,108,72,0.23,16
lost,108,73,0.47,2
won,109,73,0.13,9
won,110,73,0.28,18
lost,110,74,0.57,13
lost,110,75,0.95,9
lost,110,76,0.06,2
won,111,76,0.35,21
won,112,76,0.43,22
lost,112,77,0.09,4
won,113,77,1.0,30
won,114,77,0.73,33
lost,114,78,0.06,1
lost,114,79,0.14,3
lost,114,80,2.79,15
lost,114,81,0.03,1
won,115,81,0.39,27
won,116,81,0.28,22
lost,116,82,0.32,18
won,117,82,0.37,27
lost,117,83,0.19,2
lost,117,84,0.09,4
lost,117,85,0.48,2
lost,117,86,0.29,3
lost,117,87,0.1,1
lost,117,88,0.56,21
won,118,88,0.33,14
lost,118,89,0.03,1
won,119,89,1.24,35
lost,119,90,0.08,2
won,120,90,0.35,19
won,121,90,0.37,19
lost,121,91,0.19,6
won,122,91,0.49,27
won,123,91,0.32,20
lost,123,92,0.21,2
lost,123,93,0.22,2
lost,123,94,0.08,1
lost,123,95,0.06,2
won,124,95,0.31,24
won,125,95,0.31,24
lost,125,96,0.03,1
lost,125,97,0.37,22
won,126,97,1.56,27
lost,126,98,0.05,1
lost,126,99,0.53,2
lost,126,100,0.71,29
won,127,100,1.31,13
lost,127,101,0.11,2
lost,127,102,0.12,1
lost,127,103,0.26,13
lost,127,104,0.05,1
won,128,104,0.38,16
lost,128,105,0.05,1
lost,128,106,0.08,4
lost,128,107,0.32,18
won,129,107,0.5,32
won,130,107,0.5,32
lost,130,108,0.52,2
won,131,108,0.4,24
won,132,108,0.4,15
lost,132,109,0.11,1
won,133,109,0.45,20
won,134,109,0.45,20
won,135,109,0.43,24
won,136,109,0.37,26
lost,136,110,0.67,3
lost,136,111,0.12,1
lost,136,112,0.03,1
lost,136,113,0.03,1
lost,136,114,1.03,10
won,137,114,0.65,32
won,138,114,0.4,18
won,139,114,0.44,23
lost,139,115,0.08,1
lost,139,116,0.03,1
won,140,116,4.37,33
lost,140,117,0.22,13
lost,140,118,0.03,1
won,141,118,0.29,16
won,142,118,0.15,9
won,143,118,0.25,15
won,144,118,0.89,19
lost,144,119,0.08,2
won,145,119,0.48,27
lost,145,120,0.12,3
won,146,120,0.41,31
lost,146,121,0.2,6
won,147,121,0.7,17
won,148,121,0.24,15
lost,148,122,0.42,2
lost,148,123,0.11,2
lost,148,124,0.72,23
won,149,124,0.18,15
won,150,124,0.13,10
won,151,124,0.79,26
lost,151,125,0.18,2
won,152,125,0.32,20
won,153,125,0.87,31
won,154,125,0.24,13
won,155,125,0.64,23
lost,155,126,0.06,1
won,156,126,0.22,18
lost,156,127,0.09,5
lost,156,128,0.38,2
won,157,128,0.15,10
won,158,128,0.23,13
lost,158,129,0.1,2
won,159,129,0.29,14
lost,159,130,0.11,1
lost,159,131,0.22,4
lost,159,132,0.05,1
won,160,132,0.33,24
lost,160,133,0.08,1
lost,160,134,0.11,2
won,161,134,0.31,18
won,162,134,0.47,33
won,163,134,0.67,25
won,164,134,1.24,29
lost,164,135,0.18,2
won,165,135,0.38,20
lost,165,136,0.5,11
won,166,136,0.66,30
won,167,136,0.3,15
lost,167,137,1.97,28
lost,167,138,0.05,1
won,168,138,0.36,19
won,169,138,0.17,9
won,170,138,0.47,21
won,171,138,0.54,24
lost,171,139,0.8,2
won,172,139,0.41,32
won,173,139,0.43,32
lost,173,140,0.23,14
won,174,140,0.91,38
lost,174,141,0.05,1
won,175,141,0.27,19
lost,175,142,0.06,1
won,176,142,0.64,24
lost,176,143,0.61,24
won,177,143,0.67,28
won,178,143,0.67,28
lost,178,144,0.04,1
lost,178,145,0.05,1
lost,178,146,0.24,6
won,179,146,0.32,23
won,180,146,0.35,20
won,181,146,0.2,14
lost,181,147,0.13,1
lost,181,148,0.05,1
won,182,148,0.78,24
lost,182,149,0.96,3
won,183,149,0.73,33
won,184,149,0.57,26
lost,184,150,0.2,4
lost,184,151,0.08,1
won,185,151,1.31,33
lost,185,152,0.03,1
lost,185,153,0.09,2
won,186,153,0.37,18
won,187,153,0.45,25
won,188,153,0.51,17
won,189,153,1.18,26
lost,189,154,0.06,2
won,190,154,0.39,18
won,191,154,0.39,18
won,192,154,0.4,23
won,193,154,0.63,20
won,194,154,0.43,19
won,195,154,0.43,19
won,196,154,1.87,26
won,197,154,0.17,10
lost,197,155,0.04,1
won,198,155,0.56,35
won,199,155,0.26,22
won,200,155,0.71,23
won,201,155,0.49,30
lost,201,156,0.16,3
lost,201,157,0.06,2
won,202,157,1.57,33
won,203,157,0.2,13
won,204,157,0.24,16
lost,204,158,0.55,11
lost,204,159,0.08,3
won,205,159,0.89,23
won,206,159,0.42,23
won,207,159,0.26,22
won,208,159,0.14,8
won,209,159,0.17,12
won,210,159,0.34,20
lost,210,160,0.11,2
lost,210,161,1.43,7
won,211,161,0.19,13
won,212,161,0.45,17
won,213,161,1.55,42
lost,213,162,3.33,40
won,214,162,6.57,31
won,215,162,0.32,17
lost,215,163,0.32,14
won,216,163,0.39,19
won,217,163,0.45,25
lost,217,164,0.31,6
lost,217,165,0.12,2
won,218,165,0.83,24
lost,218,166,0.09,1
lost,218,167,0.03,1
won,219,167,1.13,25
lost,219,168,0.05,1
won,220,168,0.31,25
lost,220,169,0.03,1
lost,220,170,0.05,1
lost,220,171,0.09,6
lost,220,172,0.05,2
lost,220,173,0.44,17
lost,220,174,0.29,3
lost,220,175,0.03,1
lost,220,176,0.12,1
lost,220,177,0.26,3
won,221,177,0.36,15
won,222,177,0.31,20
lost,222,178,0.38,2
lost,222,179,0.06,3
won,223,179,0.86,23
won,224,179,0.25,19
lost,224,180,0.19,2
won,225,180,0.29,15
lost,225,181,0.05,1
won,226,181,0.48,18
won,227,181,0.28,11
lost,227,182,0.09,2
lost,227,183,0.08,1
lost,227,184,0.05,2
lost,227,185,0.12,2
won,228,185,0.39,20
lost,228,186,0.03,1
lost,228,187,0.09,1
lost,228,188,0.07,1
won,229,188,0.29,23
won,230,188,0.36,21
won,231,188,0.5,28
won,232,188,0.5,28
won,233,188,0.31,17
won,234,188,0.29,22
won,235,188,0.47,26
lost,235,189,0.03,1
won,236,189,0.34,28
won,237,189,0.36,28
lost,237,190,0.03,1
won,238,190,0.6,36
won,239,190,0.46,36
lost,239,191,1.26,6
lost,239,192,0.07,2
won,240,192,0.36,28
won,241,192,0.53,26
won,242,192,0.54,21
lost,242,193,0.05,1
won,243,193,0.31,18
lost,243,194,0.1,5
won,244,194,0.28,15
lost,244,195,0.16,3
lost,244,196,0.05,1
lost,244,197,0.04,1
won,245,197,0.21,15
won,246,197,0.23,15
won,247,197,0.34,19
lost,247,198,1.86,9
won,248,198,0.27,17
won,249,198,0.51,21
lost,249,199,0.5,2
won,250,199,0.44,29
won,251,199,0.45,29
won,252,199,0.3,22
won,253,199,0.34,20
won,254,199,0.61,26
lost,254,200,0.03,1
won,255,200,0.8,30
won,256,200,0.82,30
won,257,200,0.41,30
won,258,200,0.19,11
lost,258,201,0.09,2
won,259,201,0.88,23
won,260,201,0.36,20
lost,260,202,0.03,1
lost,260,203,0.32,19
won,261,203,0.33,14
won,262,203,0.31,17
won,263,203,1.49,28
lost,263,204,0.17,3
lost,263,205,0.53,2
won,264,205,2.3,21
won,265,205,0.41,20
won,266,205,0.7,28
won,267,205,0.38,23
won,268,205,0.25,17
lost,268,206,0.12,2
won,269,206,0.38,26
lost,269,207,0.18,2
lost,269,208,0.06,2
won,270,208,0.21,14
lost,270,209,0.19,2
won,271,209,0.73,15
won,272,209,0.19,14
won,273,209,0.35,23
won,274,209,0.51,20
lost,274,210,0.18,2
won,275,210,0.88,29
lost,275,211,0.2,2
lost,275,212,0.64,23
won,276,212,0.33,20
lost,276,213,0.05,1
won,277,213,0.27,18
won,278,213,0.34,23
lost,278,214,0.11,2
lost,278,215,0.05,1
won,279,215,0.65,31
lost,279,216,0.06,1
won,280,216,0.25,15
lost,280,217,0.16,3
won,281,217,0.2,12
lost,281,218,0.77,20
won,282,218,0.34,28
won,283,218,0.34,22
won,284,218,0.14,8
won,285,218,0.27,19
won,286,218,0.22,14
won,287,218,0.27,10
won,288,218,0.4,19
lost,288,219,0.28,3
won,289,219,0.48,22
won,290,219,0.57,21
won,291,219,0.3,18
won,292,219,0.28,15
won,293,219,0.58,25
won,294,219,0.31,17
lost,294,220,0.05,1
lost,294,221,0.05,1
lost,294,222,0.19,12
won,295,222,0.32,14
won,296,222,0.57,25
lost,296,223,0.03,1
won,297,223,0.28,20
won,298,223,0.47,28
lost,298,224,0.19,11
won,299,224,0.27,19
lost,299,225,0.08,3
lost,299,226,0.05,2
lost,299,227,0.25,3
lost,299,228,0.05,1
lost,299,229,0.55,19
lost,299,230,0.11,2
won,300,230,0.42,23
lost,300,231,0.05,1
won,301,231,0.78,27
lost,301,232,0.09,4
lost,301,233,0.04,1
lost,301,234,0.44,18
lost,301,235,0.06,1
won,302,235,0.17,12
won,303,235,0.4,25
