[Accuracy: 0.0% for 1000 games with 10 bombs, total time: 41.29s, average time per game: 0.04s]

lost,0,1,0.18,1
lost,0,2,0.05,4
lost,0,3,0.05,4
lost,0,4,0.03,3
lost,0,5,0.05,6
lost,0,6,0.03,2
lost,0,7,0.03,2
lost,0,8,0.02,1
lost,0,9,0.03,7
lost,0,10,0.05,6
lost,0,11,0.03,4
lost,0,12,0.03,2
lost,0,13,0.03,2
lost,0,14,0.03,2
lost,0,15,0.03,6
lost,0,16,0.03,1
lost,0,17,0.03,3
lost,0,18,0.05,4
lost,0,19,0.04,5
lost,0,20,0.03,1
lost,0,21,0.04,4
lost,0,22,0.03,9
lost,0,23,0.05,9
lost,0,24,0.03,2
lost,0,25,0.03,3
lost,0,26,0.03,4
lost,0,27,0.05,5
lost,0,28,0.03,1
lost,0,29,0.02,1
lost,0,30,0.02,2
lost,0,31,0.03,5
lost,0,32,0.03,1
lost,0,33,0.05,2
lost,0,34,0.03,2
lost,0,35,0.03,5
lost,0,36,0.03,2
lost,0,37,0.03,3
lost,0,38,0.03,1
lost,0,39,0.05,6
lost,0,40,0.03,2
lost,0,41,0.03,6
lost,0,42,0.02,2
lost,0,43,0.03,4
lost,0,44,0.05,6
lost,0,45,0.03,2
lost,0,46,0.03,1
lost,0,47,0.02,1
lost,0,48,0.03,4
lost,0,49,0.04,9
lost,0,50,0.03,4
lost,0,51,0.03,5
lost,0,52,0.05,11
lost,0,53,0.03,3
lost,0,54,0.03,4
lost,0,55,0.03,2
lost,0,56,0.03,8
lost,0,57,0.03,4
lost,0,58,0.03,6
lost,0,59,0.03,6
lost,0,60,0.03,10
lost,0,61,0.03,1
lost,0,62,0.03,8
lost,0,63,0.03,4
lost,0,64,0.03,9
lost,0,65,0.02,5
lost,0,66,0.03,3
lost,0,67,0.02,3
lost,0,68,0.02,2
lost,0,69,0.02,3
lost,0,70,0.03,6
lost,0,71,0.03,2
lost,0,72,0.03,1
lost,0,73,0.03,4
lost,0,74,0.03,2
lost,0,75,0.03,1
lost,0,76,0.04,6
lost,0,77,0.04,6
lost,0,78,0.05,7
lost,0,79,0.05,3
lost,0,80,0.06,9
lost,0,81,0.03,1
lost,0,82,0.05,4
lost,0,83,0.07,9
lost,0,84,0.07,8
lost,0,85,0.04,1
lost,0,86,0.07,4
lost,0,87,0.03,3
lost,0,88,0.03,3
lost,0,89,0.05,6
lost,0,90,0.05,7
lost,0,91,0.07,5
lost,0,92,0.05,2
lost,0,93,0.05,6
lost,0,94,0.05,6
lost,0,95,0.05,7
lost,0,96,0.04,2
lost,0,97,0.03,3
